postal_code,location,manuplicity,admin_center
6800,СВОБОДА,МОМЧИЛГРАД,КЪРДЖАЛИ
4532,СВОБОДА,СТРЕЛЧА,ПАЗАРДЖИК
6230,СВОБОДА,ЧИРПАН,СТАРА ЗАГОРА
6278,СВОБОДЕН,РАДНЕВО,СТАРА ЗАГОРА
6706,СВОБОДИНОВО,ЧЕРНООЧЕНЕ,КЪРДЖАЛИ
7997,СВОБОДИЦА,АНТОНОВО,ТЪРГОВИЩЕ
2260,СВОГЕ,СВОГЕ,СОФИЯ
2171,СВОДЕ,ПРАВЕЦ,СОФИЯ
7332,СЕВАР,КУБРАТ,РАЗГРАД
6745,СЕВДАЛИНА,КЪРДЖАЛИ,КЪРДЖАЛИ
9405,СЕВЕРНЯК,КРУШАРИ,ДОБРИЧ
9415,СЕВЕРЦИ,КРУШАРИ,ДОБРИЧ
5400,СЕВЛИЕВО,СЕВЛИЕВО,ГАБРОВО
2834,СЕДЕЛЕЦ,СТРУМЯНИ,БЛАГОЕВГРАД
6827,СЕДЕФЧЕ,МОМЧИЛГРАД,КЪРДЖАЛИ
8994,СЕДЛАРЕВО,КОТЕЛ,СЛИВЕН
6800,СЕДЛАРИ,МОМЧИЛГРАД,КЪРДЖАЛИ
6789,СЕДЛАРЦИ,АРДИНО,КЪРДЖАЛИ
6621,СЕДЛОВИНА,КЪРДЖАЛИ,КЪРДЖАЛИ
5300,СЕДЯНКОВЦИ,ГАБРОВО,ГАБРОВО
7282,СЕЙДОЛ,ЛОЗНИЦА,РАЗГРАД
5344,СЕЙКОВЦИ,ГАБРОВО,ГАБРОВО
5041,СЕЙМЕНИТЕ,ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО
6880,СЕКИРКА,КИРКОВО,КЪРДЖАЛИ
7665,СЕКУЛОВО,ДУЛОВО,СИЛИСТРА
3301,СЕЛАНОВЦИ,ОРЯХОВО,ВРАЦА
8862,СЕЛИМИНОВО,СЛИВЕН,СЛИВЕН
2744,СЕЛИЩЕ,БЛАГОЕВГРАД,БЛАГОЕВГРАД
5462,СЕЛИЩЕ,СЕВЛИЕВО,ГАБРОВО
4735,СЕЛИЩЕ,СМОЛЯН,СМОЛЯН
2377,СЕЛИЩЕН ДОЛ,ПЕРНИК,ПЕРНИК
6487,СЕЛСКА ПОЛЯНА,МАДЖАРОВО,ХАСКОВО
9655,СЕЛЦЕ,КАВАРНА,ДОБРИЧ
6184,СЕЛЦЕ,МЪГЛИЖ,СТАРА ЗАГОРА
5655,СЕЛЦЕ,ТРОЯН,ЛОВЕЧ
4129,СЕЛЦИ,САДОВО,ПЛОВДИВ
4814,СЕЛЧА,ДЕВИН,СМОЛЯН
2060,СЕЛЯНИН,ИХТИМАН,СОФИЯ
7072,СЕМЕРДЖИЕВО,РУСЕ,РУСЕ
5340,СЕМЕРДЖИИТЕ,ГАБРОВО,ГАБРОВО
7970,СЕМЕРЦИ,АНТОНОВО,ТЪРГОВИЩЕ
5035,СЕМКОВЦИ,ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО
4474,СЕМЧИНОВО,СЕПТЕМВРИ,ПАЗАРДЖИК
5450,СЕННИК,СЕВЛИЕВО,ГАБРОВО
7038,СЕНОВО,ВЕТОВО,РУСЕ
6481,СЕНОКЛАС,МАДЖАРОВО,ХАСКОВО
9634,СЕНОКОС,БАЛЧИК,ДОБРИЧ
2752,СЕНОКОС,СИМИТЛИ,БЛАГОЕВГРАД
6800,СЕНЦЕ,МОМЧИЛГРАД,КЪРДЖАЛИ
4490,СЕПТЕМВРИ,СЕПТЕМВРИ,ПАЗАРДЖИК
3637,СЕПТЕМВРИЙЦИ,ВЪЛЧЕДРЪМ,МОНТАНА
3796,СЕПТЕМВРИЙЦИ,ДИМОВО,ВИДИН
9693,СЕПТЕМВРИЙЦИ,КАВАРНА,ДОБРИЧ
7341,СЕСЛАВ,КУБРАТ,РАЗГРАД
4469,СЕСТРИМО,БЕЛОВО,ПАЗАРДЖИК
6660,СЕСТРИНСКО,КЪРДЖАЛИ,КЪРДЖАЛИ
5360,СЕЧЕН КАМЪК,ТРЯВНА,ГАБРОВО
9923,СЕЧИЩЕ,НОВИ ПАЗАР,ШУМЕН
6585,СИВ КЛАДЕНЕЦ,ИВАЙЛОВГРАД,ХАСКОВО
6522,СИВА РЕКА,СВИЛЕНГРАД,ХАСКОВО
4780,СИВИНО,СМОЛЯН,СМОЛЯН
8438,СИГМЕН,КАРНОБАТ,БУРГАС
6380,СИЛЕН,СТАМБОЛОВО,ХАСКОВО
7500,СИЛИСТРА,,СИЛИСТРА
6490,СИМЕОНОВГРАД,СИМЕОНОВГРАД,ХАСКОВО
4475,СИМЕОНОВЕЦ,СЕПТЕМВРИ,ПАЗАРДЖИК
8665,СИМЕОНОВО,ТУНДЖА,ЯМБОЛ
2730,СИМИТЛИ,СИМИТЛИ,БЛАГОЕВГРАД
3737,СИНАГОВЦИ,ВИДИН,ВИДИН
6567,СИНАПОВО,ТОПОЛОВГРАД,ХАСКОВО
9125,СИНДЕЛ,АВРЕН,ВАРНА
6825,СИНДЕЛЦИ,МОМЧИЛГРАД,КЪРДЖАЛИ
8279,СИНЕМОРЕЦ,ЦАРЕВО,БУРГАС
9950,СИНИ ВИР,КАОЛИНОВО,ШУМЕН
4236,СИНИ ВРЪХ,АСЕНОВГРАД,ПЛОВДИВ
8534,СИНИ РИД,РУЕН,БУРГАС
6956,СИНИГЕР,КРУМОВГРАД,КЪРДЖАЛИ
4442,СИНИТОВО,ПАЗАРДЖИК,ПАЗАРДЖИК
6785,СИНЧЕЦ,АРДИНО,КЪРДЖАЛИ
3139,СИНЬО БЪРДО,РОМАН,ВРАЦА
8332,СИНЬО КАМЕНЕ,СРЕДЕЦ,БУРГАС
7287,СИНЯ ВОДА,ЛОЗНИЦА,РАЗГРАД
6629,СИПЕЙ,КЪРДЖАЛИ,КЪРДЖАЛИ
6840,СИПЕЦ,ДЖЕБЕЛ,КЪРДЖАЛИ
3254,СИРАКОВО,БОРОВАН,ВРАЦА
9564,СИРАКОВО,ГЕНЕРАЛ ТОШЕВО,ДОБРИЧ
6359,СИРАКОВО,МИНЕРАЛНИ БАНИ,ХАСКОВО
2450,СИРИЩНИК,КОВАЧЕВЦИ,ПЕРНИК
8744,СИТОВО,БОЛЯРОВО,ЯМБОЛ
4104,СИТОВО,РОДОПИ,ПЛОВДИВ
7583,СИТОВО,СИТОВО,СИЛИСТРА
7667,СКАЛА,ДУЛОВО,СИЛИСТРА
8462,СКАЛА,СУНГУРЛАРЕ,БУРГАС
6923,СКАЛАК,КРУМОВГРАД,КЪРДЖАЛИ
8575,СКАЛАК,РУЕН,БУРГАС
6846,СКАЛИНА,ДЖЕБЕЛ,КЪРДЖАЛИ
8645,СКАЛИЦА,ТУНДЖА,ЯМБОЛ
6652,СКАЛИЩЕ,КЪРДЖАЛИ,КЪРДЖАЛИ
6748,СКАЛНА ГЛАВА,КЪРДЖАЛИ,КЪРДЖАЛИ
5386,СКАЛСКО,ДРЯНОВО,ГАБРОВО
5644,СКАНДАЛОТО,АПРИЛЦИ,ЛОВЕЧ
2811,СКЛАВЕ,САНДАНСКИ,БЛАГОЕВГРАД
6429,СКОБЕЛЕВО,ДИМИТРОВГРАД,ХАСКОВО
5508,СКОБЕЛЕВО,ЛОВЕЧ,ЛОВЕЧ
6148,СКОБЕЛЕВО,ПАВЕЛ БАНЯ,СТАРА ЗАГОРА
4227,СКОБЕЛЕВО,РОДОПИ,ПЛОВДИВ
8871,СКОБЕЛЕВО,СЛИВЕН,СЛИВЕН
3946,СКОМЛЯ,ДИМОВО,ВИДИН
5350,СКОРЦИТЕ,ТРЯВНА,ГАБРОВО
2150,СКРАВЕНА,БОТЕВГРАД,СОФИЯ
2964,СКРЕБАТНО,ГЪРМЕН,БЛАГОЕВГРАД
2663,СКРИНО,БОБОШЕВО,КЮСТЕНДИЛ
2599,СКРИНЯНО,КЮСТЕНДИЛ,КЮСТЕНДИЛ
2897,СКРЪТ,ПЕТРИЧ,БЛАГОЕВГРАД
4134,СКУТАРЕ,МАРИЦА,ПЛОВДИВ
6720,СКЪРБИНО,КЪРДЖАЛИ,КЪРДЖАЛИ
9366,СЛАВЕЕВО,ДОБРИЧ,ДОБРИЧ
6576,СЛАВЕЕВО,ИВАЙЛОВГРАД,ХАСКОВО
5391,СЛАВЕЙКОВО,ДРЯНОВО,ГАБРОВО
8738,СЛАВЕЙКОВО,ЕЛХОВО,ЯМБОЛ
9247,СЛАВЕЙКОВО,ПРОВАДИЯ,ВАРНА
4747,СЛАВЕЙНО,СМОЛЯН,СМОЛЯН
5858,СЛАВОВИЦА,ДОЛНА МИТРОПОЛИЯ,ПЛЕВЕН
4496,СЛАВОВИЦА,СЕПТЕМВРИ,ПАЗАРДЖИК
3451,СЛАВОТИН,МОНТАНА,МОНТАНА
5522,СЛАВЩИЦА,УГЪРЧИН,ЛОВЕЧ
5565,СЛАВЯНИ,ЛОВЕЧ,ЛОВЕЧ
6236,СЛАВЯНИН,БРАТЯ ДАСКАЛОВИ,СТАРА ЗАГОРА
5840,СЛАВЯНОВО,ПЛЕВЕН,ПЛЕВЕН
7860,СЛАВЯНОВО,ПОПОВО,ТЪРГОВИЩЕ
6473,СЛАВЯНОВО,ХАРМАНЛИ,ХАСКОВО
8460,СЛАВЯНЦИ,СУНГУРЛАРЕ,БУРГАС
9257,СЛАДКА ВОДА,ДЪЛГОПОЛ,ВАРНА
6960,СЛАДКОДУМ,КРУМОВГРАД,КЪРДЖАЛИ
6534,СЛАДУН,СВИЛЕНГРАД,ХАСКОВО
6064,СЛАДЪК КЛАДЕНЕЦ,СТАРА ЗАГОРА,СТАРА ЗАГОРА
2369,СЛАКОВЦИ,БРЕЗНИК,ПЕРНИК
8663,СЛАМИНО,ТУНДЖА,ЯМБОЛ
3728,СЛАНА БАРА,ВИДИН,ВИДИН
3769,СЛАНОТРЪН,ВИДИН,ВИДИН
3535,СЛАТИНА,БЕРКОВИЦА,МОНТАНА
4342,СЛАТИНА,КАРЛОВО,ПЛОВДИВ
5564,СЛАТИНА,ЛОВЕЧ,ЛОВЕЧ
7585,СЛАТИНА,СИТОВО,СИЛИСТРА
5768,СЛАТИНА,ЯБЛАНИЦА,ЛОВЕЧ
2642,СЛАТИНО,БОБОШЕВО,КЮСТЕНДИЛ
2449,СЛАТИНО,КОВАЧЕВЦИ,ПЕРНИК
2937,СЛАЩЕН,САТОВЧА,БЛАГОЕВГРАД
9784,СЛИВАК,ХИТРИНО,ШУМЕН
6919,СЛИВАРКА,КРУМОВГРАД,КЪРДЖАЛИ
8164,СЛИВАРОВО,МАЛКО ТЪРНОВО,БУРГАС
3668,СЛИВАТА,ЛОМ,МОНТАНА
5537,СЛИВЕК,ЛОВЕЧ,ЛОВЕЧ
8800,СЛИВЕН,,СЛИВЕН
8840,СЛИВЕНСКИ МИН. БАНИ,СЛИВЕН,СЛИВЕН
9395,СЛИВЕНЦИ,ДОБРИЧ,ДОБРИЧ
6176,СЛИВИТО,МЪГЛИЖ,СТАРА ЗАГОРА
4943,СЛИВКА,БАНИТЕ,СМОЛЯН
2844,СЛИВНИЦА,КРЕСНА,БЛАГОЕВГРАД
2200,СЛИВНИЦА,СЛИВНИЦА,СОФИЯ
7060,СЛИВО ПОЛЕ,СЛИВО ПОЛЕ,РУСЕ
3664,СЛИВОВИК,МЕДКОВЕЦ,МОНТАНА
5076,СЛИВОВИЦА,ЗЛАТАРИЦА,ВЕЛИКО ТЪРНОВО
3915,СЛИВОВНИК,БЕЛОГРАДЧИК,ВИДИН
4710,СЛИВОВО,СМОЛЯН,СМОЛЯН
8331,СЛИВОВО,СРЕДЕЦ,БУРГАС
5367,СЛИВОВО,ТРЯВНА,ГАБРОВО
2484,СЛИШОВЦИ,ТРЪН,ПЕРНИК
2533,СЛОКОЩИЦА,КЮСТЕНДИЛ,КЮСТЕНДИЛ
5229,СЛОМЕР,ПАВЛИКЕНИ,ВЕЛИКО ТЪРНОВО
8240,СЛЪНЧЕВ БРЯГ,НЕСЕБЪР,БУРГАС
9144,СЛЪНЧЕВО,АКСАКОВО,ВАРНА
7963,СЛЪНЧОВЕЦ,АНТОНОВО,ТЪРГОВИЩЕ
6850,СЛЪНЧОГЛЕД,ДЖЕБЕЛ,КЪРДЖАЛИ
7577,СМИЛЕЦ,СИЛИСТРА,СИЛИСТРА
4531,СМИЛЕЦ,СТРЕЛЧА,ПАЗАРДЖИК
5333,СМИЛОВЦИ,ГАБРОВО,ГАБРОВО
4770,СМИЛЯН,СМОЛЯН,СМОЛЯН
9679,СМИН,ШАБЛА,ДОБРИЧ
3663,СМИРНЕНСКИ,БРУСАРЦИ,МОНТАНА
7074,СМИРНЕНСКИ,ВЕТОВО,РУСЕ
6467,СМИРНЕНЦИ,ХАРМАНЛИ,ХАСКОВО
2456,СМИРОВ ДОЛ,ЗЕМЕН,ПЕРНИК
2794,СМОЛЕВО,ЯКОРУДА,БЛАГОЕВГРАД
2583,СМОЛИЧАНО,НЕВЕСТИНО,КЮСТЕНДИЛ
8491,СМОЛНИК,КАРНОБАТ,БУРГАС
9383,СМОЛНИЦА,ДОБРИЧ,ДОБРИЧ
2073,СМОЛСКО,МИРКОВО,СОФИЯ
2255,СМОЛЧА,ГОДЕЧ,СОФИЯ
4700,СМОЛЯН,,СМОЛЯН
3450,СМОЛЯНОВЦИ,МОНТАНА,МОНТАНА
5547,СМОЧАН,ЛОВЕЧ,ЛОВЕЧ
2641,СМОЧЕВО,РИЛА,КЮСТЕНДИЛ
9820,СМЯДОВО,СМЯДОВО,ШУМЕН
8568,СНЕЖА,РУЕН,БУРГАС
9244,СНЕЖИНА,ПРОВАДИЯ,ВАРНА
6741,СНЕЖИНКА,КЪРДЖАЛИ,КЪРДЖАЛИ
9557,СНОП,ГЕНЕРАЛ ТОШЕВО,ДОБРИЧ
9533,СНЯГОВО,ГЕНЕРАЛ ТОШЕВО,ДОБРИЧ
8579,СНЯГОВО,РУЕН,БУРГАС
5283,СОВАТА,СВИЩОВ,ВЕЛИКО ТЪРНОВО
2547,СОВОЛЯНО,КЮСТЕНДИЛ,КЮСТЕНДИЛ
8130,СОЗОПОЛ,СОЗОПОЛ,БУРГАС
7621,СОКОЛ,ГЛАВИНИЦА,СИЛИСТРА
8945,СОКОЛ,НОВА ЗАГОРА,СЛИВЕН
3258,СОКОЛАРЕ,БЯЛА СЛАТИНА,ВРАЦА
8984,СОКОЛАРЦИ,КОТЕЛ,СЛИВЕН
6595,СОКОЛЕНЦИ,ИВАЙЛОВГРАД,ХАСКОВО
8554,СОКОЛЕЦ,РУЕН,БУРГАС
6812,СОКОЛИНО,МОМЧИЛГРАД,КЪРДЖАЛИ
6694,СОКОЛИТЕ,ЧЕРНООЧЕНЕ,КЪРДЖАЛИ
4367,СОКОЛИЦА,КАРЛОВО,ПЛОВДИВ
9351,СОКОЛНИК,ДОБРИЧ,ДОБРИЧ
9640,СОКОЛОВО,БАЛЧИК,ДОБРИЧ
5392,СОКОЛОВО,ДРЯНОВО,ГАБРОВО
8435,СОКОЛОВО,КАРНОБАТ,БУРГАС
5538,СОКОЛОВО,ЛОВЕЧ,ЛОВЕЧ
4751,СОКОЛОВЦИ,СМОЛЯН,СМОЛЯН
6648,СОКОЛСКО,КЪРДЖАЛИ,КЪРДЖАЛИ
6688,СОКОЛЯНЕ,КЪРДЖАЛИ,КЪРДЖАЛИ
5300,СОЛАРИ,ГАБРОВО,ГАБРОВО
4711,СОЛИЩА,СМОЛЯН,СМОЛЯН
6721,СОЛИЩЕ,КЪРДЖАЛИ,КЪРДЖАЛИ
9122,СОЛНИК,ДОЛНИ ЧИФЛИК,ВАРНА
5959,СОМОВИТ,ГУЛЯНЦИ,ПЛЕВЕН
2378,СОПИЦА,БРЕЗНИК,ПЕРНИК
2664,СОПОВО,БОБОШЕВО,КЮСТЕНДИЛ
5571,СОПОТ,УГЪРЧИН,ЛОВЕЧ
4330,СОПОТ,СОПОТ,ПЛОВДИВ
4974,СОПОТОТ,РУДОЗЕМ,СМОЛЯН
8859,СОТИРЯ,СЛИВЕН,СЛИВЕН
6850,СОФИЙЦИ,ДЖЕБЕЛ,КЪРДЖАЛИ
1000,СОФИЯ,,СОФИЯ
3348,СОФРОНИЕВО,МИЗИЯ,ВРАЦА
5344,СПАНЦИ,ГАБРОВО,ГАБРОВО
3546,СПАНЧЕВЦИ,ВЪРШЕЦ,МОНТАНА
9561,СПАСОВО,ГЕНЕРАЛ ТОШЕВО,ДОБРИЧ
6249,СПАСОВО,ЧИРПАН,СТАРА ЗАГОРА
5340,СПАСОВЦИ,ГАБРОВО,ГАБРОВО
2811,СПАТОВО,САНДАНСКИ,БЛАГОЕВГРАД
6346,СПАХИЕВО,МИНЕРАЛНИ БАНИ,ХАСКОВО
6799,СПОЛУКА,АРДИНО,КЪРДЖАЛИ
7541,СРАЦИМИР,СИЛИСТРА,СИЛИСТРА
3847,СРАЦИМИРОВО,ГРАМАДА,ВИДИН
4525,СРЕБРИНОВО,ПАНАГЮРИЩЕ,ПАЗАРДЖИК
7587,СРЕБЪРНА,СИЛИСТРА,СИЛИСТРА
4998,СРЕДЕЦ,НЕДЕЛИНО,СМОЛЯН
6066,СРЕДЕЦ,ОПАН,СТАРА ЗАГОРА
8300,СРЕДЕЦ,СРЕДЕЦ,БУРГАС
9546,СРЕДИНА,ГЕНЕРАЛ ТОШЕВО,ДОБРИЧ
6738,СРЕДИНКА,КЪРДЖАЛИ,КЪРДЖАЛИ
7560,СРЕДИЩЕ,КАЙНАРДЖА,СИЛИСТРА
9968,СРЕДКОВЕЦ,КАОЛИНОВО,ШУМЕН
2918,СРЕДНА,ГОЦЕ ДЕЛЧЕВ,БЛАГОЕВГРАД
8581,СРЕДНА МАХАЛА,РУЕН,БУРГАС
6717,СРЕДНЕВО,ЧЕРНООЧЕНЕ,КЪРДЖАЛИ
5093,СРЕДНИ КОЛИБИ,ЕЛЕНА,ВЕЛИКО ТЪРНОВО
3137,СРЕДНИ РЪТ,РОМАН,ВРАЦА
6241,СРЕДНО ГРАДИЩЕ,ЧИРПАН,СТАРА ЗАГОРА
9222,СРЕДНО СЕЛО,ВЕТРИНО,ВАРНА
5088,СРЕДНО СЕЛО,ЗЛАТАРИЦА,ВЕЛИКО ТЪРНОВО
6166,СРЕДНОГОРОВО,КАЗАНЛЪК,СТАРА ЗАГОРА
4954,СРЕДНОГОРЦИ,МАДАН,СМОЛЯН
9798,СРЕДНЯ,ШУМЕН,ШУМЕН
3959,СРЕДОГРИВ,ЧУПРЕНЕ,ВИДИН
4798,СРЕДОК,СМОЛЯН,СМОЛЯН
8845,СРЕДОРЕК,СЛИВЕН,СЛИВЕН
2555,СРЕДОРЕК,ТРЕКЛЯНО,КЮСТЕНДИЛ
7433,СРЕДОСЕЛЦИ,ИСПЕРИХ,РАЗГРАД
6693,СРЕДСКА,ЧЕРНООЧЕНЕ,КЪРДЖАЛИ
6890,СРЕДСКО,КИРКОВО,КЪРДЖАЛИ
6565,СРЕМ,ТОПОЛОВГРАД,ХАСКОВО
6775,СРЪНСКО,АРДИНО,КЪРДЖАЛИ
5863,СТАВЕРЦИ,ДОЛНА МИТРОПОЛИЯ,ПЛЕВЕН
9673,СТАЕВЦИ,ШАБЛА,ДОБРИЧ
5350,СТАЙНОВЦИ,ТРЯВНА,ГАБРОВО
4931,СТАЙЧИН ДОЛ,МАДАН,СМОЛЯН
2489,СТАЙЧОВЦИ,ТРЪН,ПЕРНИК
3963,СТАКЕВЦИ,БЕЛОГРАДЧИК,ВИДИН
6433,СТАЛЕВО,ДИМИТРОВГРАД,ХАСКОВО
3657,СТАЛИЙСКА МАХАЛА,ЛОМ,МОНТАНА
4210,СТАМБОЛИЙСКИ,СТАМБОЛИЙСКИ,ПЛОВДИВ
6311,СТАМБОЛИЙСКИ,ХАСКОВО,ХАСКОВО
2069,СТАМБОЛОВО,ИХТИМАН,СОФИЯ
5249,СТАМБОЛОВО,ПАВЛИКЕНИ,ВЕЛИКО ТЪРНОВО
7063,СТАМБОЛОВО,СЛИВО ПОЛЕ,РУСЕ
6362,СТАМБОЛОВО,СТАМБОЛОВО,ХАСКОВО
9917,СТАН,НОВИ ПАЗАР,ШУМЕН
3641,СТАНЕВО,ЛОМ,МОНТАНА
7915,СТАНЕЦ,ОМУРТАГ,ТЪРГОВИЩЕ
2254,СТАНИНЦИ,ГОДЕЧ,СОФИЯ
9952,СТАНОВЕЦ,ХИТРИНО,ШУМЕН
5380,СТАНЧА,ДРЯНОВО,ГАБРОВО
5367,СТАНЧОВ ХАН,ТРЯВНА,ГАБРОВО
2391,СТАНЬОВЦИ,БРЕЗНИК,ПЕРНИК
9872,СТАНЯНЦИ,ВЪРБИЦА,ШУМЕН
6792,СТАР ЧИТАК,АРДИНО,КЪРДЖАЛИ
6000,СТАРА ЗАГОРА,,СТАРА ЗАГОРА
2845,СТАРА КРЕСНА,КРЕСНА,БЛАГОЕВГРАД
8841,СТАРА РЕКА,СЛИВЕН,СЛИВЕН
8675,СТАРА РЕКА,ТУНДЖА,ЯМБОЛ
7999,СТАРА РЕЧКА,АНТОНОВО,ТЪРГОВИЩЕ
6880,СТАРЕЙШИНО,КИРКОВО,КЪРДЖАЛИ
6964,СТАРИ ЧАЛ,КРУМОВГРАД,КЪРДЖАЛИ
5343,СТАРИЛКОВЦИ,ГАБРОВО,ГАБРОВО
4165,СТАРО ЖЕЛЕЗАРЕ,ХИСАРЯ,ПЛОВДИВ
6741,СТАРО МЯСТО,КЪРДЖАЛИ,КЪРДЖАЛИ
9110,СТАРО ОРЯХОВО,ДОЛНИ ЧИФЛИК,ВАРНА
7447,СТАРО СЕЛИЩЕ,ИСПЕРИХ,РАЗГРАД
3142,СТАРО СЕЛО,МЕЗДРА,ВРАЦА
2412,СТАРО СЕЛО,РАДОМИР,ПЕРНИК
8876,СТАРО СЕЛО,СЛИВЕН,СЛИВЕН
5671,СТАРО СЕЛО,ТРОЯН,ЛОВЕЧ
7637,СТАРО СЕЛО,ТУТРАКАН,СИЛИСТРА
6877,СТАРОВО,КИРКОВО,КЪРДЖАЛИ
6062,СТАРОЗАГОРСКИ БАНИ,СТАРА ЗАГОРА,СТАРА ЗАГОРА
3822,СТАРОПАТИЦА,КУЛА,ВИДИН
4175,СТАРОСЕЛ,ХИСАРЯ,ПЛОВДИВ
9226,СТАРОСЕЛЕЦ,ПРОВАДИЯ,ВАРНА
5865,СТАРОСЕЛЦИ,ИСКЪР,ПЛЕВЕН
4987,СТАРЦЕВО,ЗЛАТОГРАД,СМОЛЯН
2861,СТАРЧЕВО,ПЕТРИЧ,БЛАГОЕВГРАД
7963,СТАРЧИЩЕ,АНТОНОВО,ТЪРГОВИЩЕ
7960,СТЕВРЕК,АНТОНОВО,ТЪРГОВИЩЕ
5920,СТЕЖЕРОВО,ЛЕВСКИ,ПЛЕВЕН
2566,СТЕНСКО,КЮСТЕНДИЛ,КЮСТЕНДИЛ
9293,СТЕФАН КАРАДЖА,ВЪЛЧИ ДОЛ,ВАРНА
7633,СТЕФАН КАРАДЖА,ГЛАВИНИЦА,СИЛИСТРА
9371,СТЕФАН КАРАДЖА,ДОБРИЧ,ДОБРИЧ
8725,СТЕФАН КАРАДЖОВО,БОЛЯРОВО,ЯМБОЛ
5192,СТЕФАН СТАМБОЛОВО,ПОЛСКИ ТРЪМБЕШ,ВЕЛИКО ТЪРНОВО
5335,СТЕФАНОВО,ГАБРОВО,ГАБРОВО
9360,СТЕФАНОВО,ДОБРИЧ,ДОБРИЧ
5581,СТЕФАНОВО,ЛОВЕЧ,ЛОВЕЧ
2414,СТЕФАНОВО,РАДОМИР,ПЕРНИК
4712,СТИКЪЛ,СМОЛЯН,СМОЛЯН
2638,СТОБ,КОЧЕРИНОВО,КЮСТЕНДИЛ
4266,СТОЕВО,АСЕНОВГРАД,ПЛОВДИВ
5347,СТОЕВЦИ,ГАБРОВО,ГАБРОВО
2800,СТОЖА,САНДАНСКИ,БЛАГОЕВГРАД
9350,СТОЖЕР,ДОБРИЧ,ДОБРИЧ
8940,СТОИЛ ВОЙВОДА,НОВА ЗАГОРА,СЛИВЕН
8165,СТОИЛОВО,МАЛКО ТЪРНОВО,БУРГАС
4715,СТОЙКИТЕ,СМОЛЯН,СМОЛЯН
6341,СТОЙКОВО,ХАСКОВО,ХАСКОВО
5301,СТОЙКОВЦИ,ГАБРОВО,ГАБРОВО
7953,СТОЙНОВО,АНТОНОВО,ТЪРГОВИЩЕ
5625,СТОЙНОВСКОТО,ТРОЯН,ЛОВЕЧ
5081,СТОЙЧЕВЦИ,ЕЛЕНА,ВЕЛИКО ТЪРНОВО
5343,СТОЙЧОВЦИ,ГАБРОВО,ГАБРОВО
5462,СТОКИТЕ,СЕВЛИЕВО,ГАБРОВО
4338,СТОЛЕТОВО,КАРЛОВО,ПЛОВДИВ
6054,СТОЛЕТОВО,ОПАН,СТАРА ЗАГОРА
2134,СТОЛНИК,ЕЛИН ПЕЛИН,СОФИЯ
5452,СТОЛЪТ,СЕВЛИЕВО,ГАБРОВО
4822,СТОМАНЕВО,ДЕВИН,СМОЛЯН
5304,СТОМАНЕЦИТЕ,ГАБРОВО,ГАБРОВО
6878,СТОМАНЦИ,КИРКОВО,КЪРДЖАЛИ
6243,СТОЯН ЗАИМОВО,ЧИРПАН,СТАРА ЗАГОРА
9928,СТОЯН МИХАЙЛОВСКИ,НОВИ ПАЗАР,ШУМЕН
6773,СТОЯНОВО,АРДИНО,КЪРДЖАЛИ
3539,СТОЯНОВО,ВЪРШЕЦ,МОНТАНА
5084,СТОЯНОВЦИ,ЕЛЕНА,ВЕЛИКО ТЪРНОВО
3134,СТОЯНОВЦИ,РОМАН,ВРАЦА
2584,СТРАДАЛОВО,НЕВЕСТИНО,КЮСТЕНДИЛ
4726,СТРАЖА,СМОЛЯН,СМОЛЯН
7738,СТРАЖА,ТЪРГОВИЩЕ,ТЪРГОВИЩЕ
5365,СТРАЖАТА,ТРЯВНА,ГАБРОВО
6731,СТРАЖЕВЦИ,КЪРДЖАЛИ,КЪРДЖАЛИ
6954,СТРАЖЕЦ,КРУМОВГРАД,КЪРДЖАЛИ
7217,СТРАЖЕЦ,РАЗГРАД,РАЗГРАД
9615,СТРАЖИЦА,БАЛЧИК,ДОБРИЧ
5150,СТРАЖИЦА,СТРАЖИЦА,ВЕЛИКО ТЪРНОВО
6710,СТРАЖНИЦА,ЧЕРНООЧЕНЕ,КЪРДЖАЛИ
8680,СТРАЛДЖА,СТРАЛДЖА,ЯМБОЛ
8758,СТРАНДЖА,БОЛЯРОВО,ЯМБОЛ
6929,СТРАНДЖЕВО,КРУМОВГРАД,КЪРДЖАЛИ
6428,СТРАНСКО,ДИМИТРОВГРАД,ХАСКОВО
9142,СТРАХИЛ,ВЪЛЧИДОЛ,ВАРНА
6660,СТРАХИЛ ВОЙВОДА,КЪРДЖАЛИ,КЪРДЖАЛИ
9774,СТРАХИЛИЦА,ВЕНЕЦ,ШУМЕН
5190,СТРАХИЛОВО,ПОЛСКИ ТРЪМБЕШ,ВЕЛИКО ТЪРНОВО
8222,СТРАЦИН,ПОМОРИЕ,БУРГАС
4988,СТРАШИМИР,ЗЛАТОГРАД,СМОЛЯН
9179,СТРАШИМИРОВО,БЕЛОСЛАВ,ВАРНА
2482,СТРЕЗИМИРОВЦИ,ТРЪН,ПЕРНИК
5133,СТРЕЛЕЦ,ГОРНА ОРЯХОВИЦА,ВЕЛИКО ТЪРНОВО
6058,СТРЕЛЕЦ,СТАРА ЗАГОРА,СТАРА ЗАГОРА
7562,СТРЕЛКОВО,КАЙНАРДЖА,СИЛИСТРА
