,0
тръгна,17
магистратите,17
участвал,17
активно,17
приключи,17
определи,17
бият,17
автомобили,17
умира,17
семейства,17
иванка,17
мездра,17
проверява,17
влезли,17
вера,17
пострадал,17
плаща,17
усилия,17
колегите,17
казвам,17
скандала,17
държавната,17
дядо,17
пенсията,17
екатерина,17
разбрах,17
тел,17
кремена,17
пострадала,17
иззети,17
познават,17
форма,17
участвали,16
моя,16
правото,16
починал,16
съмнения,16
сериозно,16
жива,16
приемат,16
установен,16
налага,16
отказал,16
мрежа,16
основно,16
успя,16
охлузвания,16
получат,16
твърденията,16
отказват,16
бой,16
младост,16
желанието,16
съпричастност,16
чисто,16
екипите,16
готови,16
страшно,16
нашите,16
снимат,16
вяра,16
дадат,16
грижа,16
животните,16
красимира,16
кампанията,16
динко,16
косата,16
член,16
пита,16
известен,16
съседка,16
дора,16
близнаците,16
виждат,16
начина,16
станислава,16
определени,16
завод,16
моят,16
бутилка,16
човекът,16
ток,16
втора,16
двата,16
гергана,16
нека,16
писмото,16
съжалява,16
идеята,16
въпросът,16
лекарства,16
изясняват,16
гражданин,16
негови,16
чак,16
можеше,16
разпит,16
плати,16
изследвания,16
среда,16
цял,16
лицата,16
убитото,16
настъпила,16
разговаря,16
излязла,16
личния,16
обезщетение,16
столичното,16
заместник,16
протестите,16
клиника,16
национална,16
труп,16
задържаха,16
обед,16
минават,16
глас,16
човешки,16
тяхната,16
спешен,16
мотив,16
искаше,16
учениците,16
малки,16
добра,16
крие,16
педагогическа,16
приятелите,16
ръката,16
глоба,16
причинил,16
приети,16
залата,16
шанс,16
информацията,16
спира,16
хотел,16
надзора,16
полицейските,16
говорим,16
интервю,16
възрастните,16
сестрата,16
очакват,16
реанимация,16
правосъдието,16
строг,16
подобен,16
опитват,16
учи,16
кабинета,16
арестувани,16
връзката,16
категорични,16
разстройство,15
любомир,15
звъни,15
магазина,15
витро,15
кръстовище,15
сигурно,15
изток,15
бизнес,15
илиева,15
транспортирана,15
успява,15
отидох,15
изследване,15
бие,15
главен,15
видими,15
дпс,15
държи,15
опити,15
навън,15
мълчание,15
софийския,15
втория,15
цяла,15
защити,15
студентка,15
обаждане,15
приет,15
заплашвал,15
ясен,15
самоубийство,15
обвиненията,15
задържаните,15
минава,15
лидерът,15
разпити,15
тия,15
направен,15
съответните,15
скорост,15
деяние,15
горна,15
фондацията,15
нейният,15
събитието,15
къщи,15
предизвика,15
надзор,15
нападателя,15
интерес,15
намерят,15
черни,15
правим,15
познавам,15
социална,15
малък,15
чийто,15
мнението,15
учител,15
отказала,15
марио,15
българка,15
чули,15
калина,15
точка,15
останали,15
ново,15
призова,15
знаете,15
приятеля,15
понеже,15
бул,15
рядко,15
подсъдимия,15
събрание,15
сексуална,15
жалбата,15
видяла,15
секретар,15
минало,15
трупа,15
някакво,15
залята,15
изяснява,15
кюстендил,15
програма,15
разказаха,15
извършители,15
политика,15
нямаме,15
накрая,15
даниел,15
училища,15
виждал,15
криминалистите,15
осъди,15
опитва,15
влязъл,15
лявата,15
измами,15
идват,15
телата,15
здраве,15
негов,15
смъртоносно,15
братя,15
замяна,15
мост,15
стрелял,15
вярва,15
мнение,15
направя,15
наскоро,14
неин,14
гората,14
клуб,14
назначени,14
установяване,14
синини,14
администрация,14
черепно,14
борбата,14
очи,14
крайна,14
лясковец,14
познат,14
срещата,14
рецидивист,14
взела,14
чието,14
обвиняеми,14
мъртво,14
дейности,14
заповедта,14
европейския,14
изпълнение,14
пълна,14
предишни,14
съдебното,14
съобщение,14
обичам,14
опитала,14
разбере,14
пада,14
атака,14
даниела,14
директорката,14
грешка,14
бряг,14
средата,14
изясняване,14
реагира,14
струва,14
радев,14
стойчо,14
убия,14
липсва,14
срам,14
прието,14
личната,14
допълнително,14
намират,14
пациентката,14
никаква,14
експерт,14
купи,14
пристига,14
единия,14
обществено,14
обвинителен,14
кръстева,14
животни,14
излизат,14
обвиняемата,14
приема,14
боеприпаси,14
предава,14
бяга,14
обществена,14
общински,14
живяла,14
постъпил,14
степен,14
собственик,14
започнало,14
улиците,14
единствената,14
взето,14
специално,14
чантата,14
наказанията,14
брутално,14
малките,14
обявиха,14
денонощие,14
показанията,14
обвинени,14
блока,14
откъде,14
настанено,14
отколкото,14
агресивен,14
адвокатите,14
викторио,14
прокурорът,14
началникът,14
върна,14
нашето,14
местопроизшествието,14
побоят,14
минков,14
гражданите,14
страхуват,14
старши,14
досъдебни,14
издадена,14
постанови,14
версиите,14
никол,14
лом,14
необходими,14
дърво,14
отбелязва,14
знаели,14
битов,14
страда,14
загубила,14
премиера,14
гледам,14
молба,14
тежките,14
теодора,14
председателя,14
участието,14
анна,14
вярвам,14
издадени,14
вярно,14
стабилно,14
областния,14
кого,14
тяхното,14
дневен,14
размер,14
избягал,14
загуби,14
незабавна,14
комисията,14
клавдия,14
носят,14
пострадалият,14
виждала,14
димитровград,13
цветя,13
роднина,13
прободни,13
увеличават,13
навсякъде,13
еспч,13
малинов,13
определен,13
общодържавно,13
чува,13
работник,13
взети,13
съзнание,13
четвърта,13
районния,13
ударила,13
